Question_id,Questions,Answers,Grade,Encoded Grade
571,"What are the differences between inline, block, and inline-block elements in CSS?","inline elements occupy only the space necessary for their content and do not break the flow, block elements take up the full width and create a line break, while inline-block elements behave like inline elements but allow for setting width and height.",Excellent,4.0
572,"What are the differences between inline, block, and inline-block elements in CSS?","inline elements do not break the flow and only take up as much space as their content, block elements occupy full available width and start on a new line, and inline-block allows both inline behavior with block-level styling.",Good,3.0
573,"What are the differences between inline, block, and inline-block elements in CSS?","inline elements only take up space for their content, block elements take up full width and start a new line, and inline-block combines both inline and block properties.",Average,2.0
574,"What are the differences between inline, block, and inline-block elements in CSS?","inline elements don’t create new lines, block elements fill the width and force a line break, and inline-block allows inline behavior but with block-level control.",Poor,1.0
575,"What are the differences between inline, block, and inline-block elements in CSS?","inline elements only take as much width as required, block elements break the layout and take full width, while inline-block allows both inline and block features.",Very Poor,0.0
576,What is the purpose of using webpack in modern JavaScript development?,"Webpack is a module bundler that compiles multiple files (JavaScript, CSS, HTML, etc.) into a single file or smaller code bundles, optimizing for performance and enabling advanced features like code splitting.",Excellent,4.0
577,What is the purpose of using webpack in modern JavaScript development?,"Webpack helps bundle JavaScript and other assets for the web, providing features like code splitting, bundling, and optimizations for faster load times.",Good,3.0
578,What is the purpose of using webpack in modern JavaScript development?,"Webpack compiles various assets and dependencies into optimized files for production, improving performance and enabling better code management.",Average,2.0
579,What is the purpose of using webpack in modern JavaScript development?,"Webpack bundles JavaScript and other resources, helping to improve the efficiency of web development workflows and reducing load times.",Poor,1.0
580,What is the purpose of using webpack in modern JavaScript development?,Webpack is a tool used to bundle JavaScript files and optimize assets for web applications.,Very Poor,0.0
581,What is the fetch API in JavaScript?,"The fetch API is used to make network requests, allowing you to fetch resources asynchronously and handle responses with promises.",Excellent,4.0
582,What is the fetch API in JavaScript?,"The fetch API provides a modern way to make HTTP requests and handle responses using promises, simplifying network interactions in JavaScript.",Good,3.0
583,What is the fetch API in JavaScript?,The fetch API is used to retrieve resources from the network asynchronously and return a promise for handling the response.,Average,2.0
584,What is the fetch API in JavaScript?,"fetch allows you to perform HTTP requests asynchronously, returning a promise to handle the server response.",Poor,1.0
585,What is the fetch API in JavaScript?,"The fetch API is a way to retrieve data from a server asynchronously, making use of promises to handle responses.",Very Poor,0.0
586,What is a callback function in JavaScript?,A callback function is a function that is passed into another function as an argument and is executed after the completion of a certain task or operation.,Excellent,4.0
587,What is a callback function in JavaScript?,"A callback is a function passed to another function, which is invoked once a specific task is completed, allowing asynchronous behavior in JavaScript.",Good,3.0
588,What is a callback function in JavaScript?,"A callback function is a function that is executed after another function finishes executing, commonly used for handling asynchronous events.",Average,2.0
589,What is a callback function in JavaScript?,"A callback function is executed once a task finishes, allowing for asynchronous operations.",Poor,1.0
590,What is a callback function in JavaScript?,A callback function is a function passed into another function to be executed after the task is completed.,Very Poor,0.0
591,What is the purpose of Promise in JavaScript?,"A Promise is an object representing the eventual completion or failure of an asynchronous operation, allowing for cleaner asynchronous code with then() and catch() methods.",Excellent,4.0
592,What is the purpose of Promise in JavaScript?,Promise provides a way to handle asynchronous operations in JavaScript by allowing chaining of success or failure outcomes.,Good,3.0
593,What is the purpose of Promise in JavaScript?,"Promise represents an operation that will complete in the future, helping manage asynchronous code more effectively.",Average,2.0
594,What is the purpose of Promise in JavaScript?,A Promise allows handling asynchronous tasks by providing then() for success and catch() for errors.,Poor,1.0
595,What is the purpose of Promise in JavaScript?,Promise simplifies handling asynchronous code by providing methods to deal with eventual success or failure.,Very Poor,0.0
596,What is the DOM in web development?,"The DOM (Document Object Model) is a programming interface for HTML and XML documents, representing the document as a tree structure where elements can be manipulated with scripting languages like JavaScript.",Excellent,4.0
597,What is the DOM in web development?,"The DOM is a tree-like representation of a web document, allowing developers to access and manipulate elements using JavaScript.",Good,3.0
598,What is the DOM in web development?,The DOM is a structured representation of a web page that enables dynamic interaction and content changes using JavaScript.,Average,2.0
599,What is the DOM in web development?,The DOM is a representation of a web page's structure that allows developers to interact with and manipulate content.,Poor,1.0
600,What is the DOM in web development?,"The DOM is a tree structure representing a web page, enabling JavaScript interactions.",Very Poor,0.0
601,What is the purpose of media queries in CSS?,"Media queries are used in CSS to apply styles based on the characteristics of the user’s device, such as screen size, resolution, or orientation, enabling responsive design.",Excellent,4.0
602,What is the purpose of media queries in CSS?,Media queries allow developers to create responsive designs by applying styles conditionally based on the device's properties.,Good,3.0
603,What is the purpose of media queries in CSS?,Media queries help adjust the layout of web pages based on different screen sizes or device specifications.,Average,2.0
604,What is the purpose of media queries in CSS?,"Media queries allow web pages to adapt their styles according to the user's device, such as screen size or resolution.",Poor,1.0
605,What is the purpose of media queries in CSS?,Media queries enable conditional styling based on device features like screen width or orientation.,Very Poor,0.0
606,"What is the difference between absolute, relative, fixed, and sticky positioning in CSS?","absolute positions an element relative to its nearest positioned ancestor, relative positions it relative to its original position, fixed positions it relative to the viewport, and sticky switches between relative and fixed based on scroll position.",Excellent,4.0
607,"What is the difference between absolute, relative, fixed, and sticky positioning in CSS?","absolute positions relative to a parent, relative positions with offsets, fixed stays in place on the viewport, and sticky toggles between relative and fixed.",Good,3.0
608,"What is the difference between absolute, relative, fixed, and sticky positioning in CSS?","absolute aligns to the closest parent, relative moves from its original spot, fixed locks to the viewport, and sticky sticks within its container.",Average,2.0
609,"What is the difference between absolute, relative, fixed, and sticky positioning in CSS?","absolute positions to a parent, relative uses its own place, fixed locks to the screen, and sticky behaves contextually.",Poor,1.0
610,"What is the difference between absolute, relative, fixed, and sticky positioning in CSS?","absolute moves from the parent, relative adjusts slightly, fixed locks to the viewport, and sticky shifts depending on scroll.",Very Poor,0.0
611,What is the purpose of async and defer attributes in <script> tags?,"The async attribute loads scripts asynchronously and executes them as soon as they’re ready, while defer delays execution until after the document is parsed.",Excellent,4.0
612,What is the purpose of async and defer attributes in <script> tags?,"async loads scripts in parallel, executing them immediately, while defer executes them in order after the HTML is parsed.",Good,3.0
613,What is the purpose of async and defer attributes in <script> tags?,async runs scripts as soon as loaded; defer runs them after the HTML parsing is done.,Average,2.0
614,What is the purpose of async and defer attributes in <script> tags?,They control script loading: async runs immediately; defer waits.,Poor,1.0
615,What is the purpose of async and defer attributes in <script> tags?,async is for instant loading; defer ensures order after parsing.,Very Poor,0.0
616,"What is the difference between cookie, localStorage, and sessionStorage?","Cookies are small data stored on the client side, sent with every request; localStorage stores large data persistently; sessionStorage stores data temporarily for a session.",Excellent,4.0
617,"What is the difference between cookie, localStorage, and sessionStorage?","Cookies are sent with requests, while localStorage and sessionStorage are client-only storage options with different durations.",Good,3.0
618,"What is the difference between cookie, localStorage, and sessionStorage?","Cookies transfer with HTTP, while the others are for local, non-transferable storage.",Average,2.0
619,"What is the difference between cookie, localStorage, and sessionStorage?",Cookies work with the server; localStorage and sessionStorage don’t.,Poor,1.0
620,"What is the difference between cookie, localStorage, and sessionStorage?",Cookies communicate; local stores data for user-only.,Very Poor,0.0
621,What is the purpose of Content Security Policy (CSP) in web development?,"CSP is a security feature that helps prevent attacks like cross-site scripting (XSS) by controlling the resources (scripts, styles, images, etc.) that a browser can load on a webpage.",Excellent,4.0
622,What is the purpose of Content Security Policy (CSP) in web development?,It enforces rules for content loading to improve security by restricting sources.,Good,3.0
623,What is the purpose of Content Security Policy (CSP) in web development?,A tool for defining which resources are allowed to load on a webpage.,Average,2.0
624,What is the purpose of Content Security Policy (CSP) in web development?,It restricts unauthorized resource loading.,Poor,1.0
625,What is the purpose of Content Security Policy (CSP) in web development?,A security measure against resource-based attacks.,Very Poor,0.0
626,What is the difference between id and class in HTML and CSS?,"id is used for unique elements, while class can be applied to multiple elements for shared styling or functionality.",Excellent,4.0
627,What is the difference between id and class in HTML and CSS?,id is a unique identifier; class is reusable for grouping elements.,Good,3.0
628,What is the difference between id and class in HTML and CSS?,"id targets single elements, and class applies to multiple.",Average,2.0
629,What is the difference between id and class in HTML and CSS?,IDs are unique; classes are shared.,Poor,1.0
630,What is the difference between id and class in HTML and CSS?,Individual (id) vs grouped (class) elements.,Very Poor,0.0
631,What is the purpose of meta tags in HTML?,"Meta tags provide metadata about a webpage, such as descriptions, keywords, viewport settings, and author information, which improve SEO and user experience.",Excellent,4.0
632,What is the purpose of meta tags in HTML?,"They define metadata for the document, often for search engines and responsiveness.",Good,3.0
633,What is the purpose of meta tags in HTML?,They supply non-visual information about the page.,Average,2.0
634,What is the purpose of meta tags in HTML?,Used for SEO and viewport configuration.,Poor,1.0
635,What is the purpose of meta tags in HTML?,To provide extra details about the document.,Very Poor,0.0
636,What is the role of a build tool like Webpack in web development?,"Build tools like Webpack bundle resources, optimize assets, and manage dependencies to improve application performance and developer workflow.",Excellent,4.0
637,What is the role of a build tool like Webpack in web development?,"It compiles and bundles resources like JavaScript, CSS, and images for efficient deployment.",Good,3.0
638,What is the role of a build tool like Webpack in web development?,For resource bundling and asset optimization.,Average,2.0
639,What is the role of a build tool like Webpack in web development?,It streamlines resource management.,Poor,1.0
640,What is the role of a build tool like Webpack in web development?,It simplifies dependency handling and resource packaging.,Very Poor,0.0
641,What are pseudo-classes in CSS?,"Pseudo-classes define the special state of an element, such as :hover for mouse interactions or :nth-child() for specific child elements.",Excellent,4.0
642,What are pseudo-classes in CSS?,They apply styles to elements based on their state or position.,Good,3.0
643,What are pseudo-classes in CSS?,Special selectors for states like hover or focus.,Average,2.0
644,What are pseudo-classes in CSS?,For applying conditional styles to elements.,Poor,1.0
645,What are pseudo-classes in CSS?,A way to style dynamic element states.,Very Poor,0.0
646,How does lazy loading improve web performance?,"Lazy loading defers the loading of non-critical resources like images or videos until they are needed, reducing initial page load time and improving performance.",Excellent,4.0
647,How does lazy loading improve web performance?,It delays resource loading to optimize initial load times.,Good,3.0
648,How does lazy loading improve web performance?,By loading assets only when required.,Average,2.0
649,How does lazy loading improve web performance?,It minimizes early loading of unused resources.,Poor,1.0
650,How does lazy loading improve web performance?,A technique to reduce page load time.,Very Poor,0.0
651,What is the purpose of a manifest.json file in web development?,"A manifest.json file provides metadata about a web application, such as its name, icons, theme colors, and start URL, essential for Progressive Web Apps (PWAs).",Excellent,4.0
652,What is the purpose of a manifest.json file in web development?,It configures metadata for PWAs and user experience customization.,Good,3.0
653,What is the purpose of a manifest.json file in web development?,Defines app-specific settings for PWAs.,Average,2.0
654,What is the purpose of a manifest.json file in web development?,It customizes web app details.,Poor,1.0
655,What is the purpose of a manifest.json file in web development?,A file to define PWA properties.,Very Poor,0.0
656,What is the role of service workers in Progressive Web Apps (PWAs)?,"Service workers act as a proxy between the browser and network, enabling features like offline support, caching, and push notifications in PWAs.",Excellent,4.0
657,What is the role of service workers in Progressive Web Apps (PWAs)?,They provide offline functionality and control caching for better user experience.,Good,3.0
658,What is the role of service workers in Progressive Web Apps (PWAs)?,A tool for offline capabilities and efficient caching.,Average,2.0
659,What is the role of service workers in Progressive Web Apps (PWAs)?,Enables offline browsing and push notifications.,Poor,1.0
660,What is the role of service workers in Progressive Web Apps (PWAs)?,A mechanism to enhance app performance offline.,Very Poor,0.0
661,What is the importance of using semantic HTML in web development?,"Semantic HTML improves accessibility, search engine optimization (SEO), and code readability by using meaningful tags to structure content.",Excellent,4.0
662,What is the importance of using semantic HTML in web development?,It enhances SEO and accessibility by providing context to elements.,Good,3.0
663,What is the importance of using semantic HTML in web development?,Helps in making the webpage more readable for search engines and screen readers.,Average,2.0
664,What is the importance of using semantic HTML in web development?,Improves usability for accessibility tools.,Poor,1.0
665,What is the importance of using semantic HTML in web development?,Organizes content meaningfully for search engines.,Very Poor,0.0
666,How does OAuth improve authentication in web development?,"OAuth provides a secure mechanism for users to grant third-party access to their resources without sharing their credentials, enhancing both security and user experience.",Excellent,4.0
667,How does OAuth improve authentication in web development?,It enables secure delegation of access without sharing passwords.,Good,3.0
668,How does OAuth improve authentication in web development?,A protocol for safe third-party access.,Average,2.0
669,How does OAuth improve authentication in web development?,Allows limited access without direct credential sharing.,Poor,1.0
670,How does OAuth improve authentication in web development?,It improves security for third-party integrations.,Very Poor,0.0
671,What is the purpose of the Viewport Meta Tag in web development?,"The viewport meta tag allows developers to control the layout and scaling of a webpage on different devices, ensuring responsive design.",Excellent,4.0
672,What is the purpose of the Viewport Meta Tag in web development?,It ensures proper scaling and layout for mobile devices.,Good,3.0
673,What is the purpose of the Viewport Meta Tag in web development?,A tool for responsive design on mobile devices.,Average,2.0
674,What is the purpose of the Viewport Meta Tag in web development?,Controls webpage scaling.,Poor,1.0
675,What is the purpose of the Viewport Meta Tag in web development?,Helps with mobile responsiveness.,Very Poor,0.0
676,How does tree shaking improve JavaScript performance?,"Tree shaking eliminates unused code during the build process, reducing the final JavaScript bundle size and improving performance.",Excellent,4.0
677,How does tree shaking improve JavaScript performance?,"It removes unused modules from the build, reducing file size.",Good,3.0
678,How does tree shaking improve JavaScript performance?,Optimizes bundle size by removing dead code.,Average,2.0
679,How does tree shaking improve JavaScript performance?,Reduces unused code in builds.,Poor,1.0
680,How does tree shaking improve JavaScript performance?,Eliminates unnecessary JavaScript for better performance.,Very Poor,0.0
681,What is the role of content delivery networks (CDNs) in web performance?,"CDNs store copies of website resources on servers distributed globally, reducing latency and improving loading speed for users by serving data from the nearest server.",Excellent,4.0
682,What is the role of content delivery networks (CDNs) in web performance?,They enhance performance by delivering resources from nearby servers.,Good,3.0
683,What is the role of content delivery networks (CDNs) in web performance?,A system for fast resource delivery based on user location.,Average,2.0
684,What is the role of content delivery networks (CDNs) in web performance?,Improves resource delivery speed through distributed caching.,Poor,1.0
685,What is the role of content delivery networks (CDNs) in web performance?,A global resource distribution system.,Very Poor,0.0
686,"What is cross-site scripting (XSS), and how can it be prevented?","XSS is a security vulnerability where attackers inject malicious scripts into webpages. It can be prevented using input sanitization, output encoding, and CSP policies.",Excellent,4.0
687,"What is cross-site scripting (XSS), and how can it be prevented?",A vulnerability that can be mitigated by sanitizing user inputs.,Good,3.0
688,"What is cross-site scripting (XSS), and how can it be prevented?",Injected scripts attack that is prevented with sanitization.,Average,2.0
689,"What is cross-site scripting (XSS), and how can it be prevented?",Protect against XSS using validation.,Poor,1.0
690,"What is cross-site scripting (XSS), and how can it be prevented?",A script injection attack countered with strong validation.,Very Poor,0.0
691,"What are CSS variables, and why are they useful?","CSS variables, defined with --, allow reusability and maintainability of styles, enabling centralized control over theming and design changes.",Excellent,4.0
692,"What are CSS variables, and why are they useful?",They make styles reusable and easier to update.,Good,3.0
693,"What are CSS variables, and why are they useful?",Variables for consistent theming in CSS.,Average,2.0
694,"What are CSS variables, and why are they useful?",Reusable style definitions.,Poor,1.0
695,"What are CSS variables, and why are they useful?",A tool for reusability in CSS.,Very Poor,0.0
696,How does localStorage differ from sessionStorage in web development?,"Both store data in the browser, but localStorage persists across sessions, while sessionStorage clears data when the session ends (e.g., on tab closure).",Excellent,4.0
697,What is the purpose of a robots.txt file in web development?,"A robots.txt file informs web crawlers which parts of a website they can or cannot access, helping control indexing and crawling behavior.",Excellent,4.0
698,What is the purpose of a robots.txt file in web development?,It guides search engines on allowed website areas.,Good,3.0
699,What is the purpose of a robots.txt file in web development?,A tool to control search engine crawling.,Average,2.0
700,What is the purpose of a robots.txt file in web development?,Restricts web crawler access to specified pages.,Poor,1.0
701,What is the purpose of a robots.txt file in web development?,Manages website crawling permissions.,Very Poor,0.0
702,"What are WebSockets, and how are they used?","WebSockets provide a persistent, full-duplex communication channel over a single TCP connection, enabling real-time interaction between clients and servers.",Excellent,4.0
703,"What are WebSockets, and how are they used?",They enable real-time communication via persistent connections.,Good,3.0
704,"What are WebSockets, and how are they used?",A protocol for live communication between client and server.,Average,2.0
705,"What are WebSockets, and how are they used?",A real-time communication tool for websites.,Poor,1.0
706,"What are WebSockets, and how are they used?",Enables bidirectional communication in real time.,Very Poor,0.0
707,How does lazy loading improve webpage performance?,"Lazy loading delays the loading of non-critical resources (e.g., images, scripts) until they are needed, reducing initial load time and improving performance.",Excellent,4.0
708,How does lazy loading improve webpage performance?,It defers loading of resources until necessary.,Good,3.0
709,How does lazy loading improve webpage performance?,A technique to load resources only when needed.,Average,2.0
710,How does lazy loading improve webpage performance?,Reduces initial page load time.,Poor,1.0
711,How does lazy loading improve webpage performance?,Loads images or assets on demand.,Very Poor,0.0
712,What is the difference between GET and POST HTTP methods?,"GET is used to retrieve data and appends parameters in the URL, while POST is used to send data to the server in the request body.",Excellent,4.0
713,What is the difference between GET and POST HTTP methods?,"GET fetches data, and POST sends data securely.",Good,3.0
714,What is the difference between GET and POST HTTP methods?,"One retrieves, the other sends data.",Average,2.0
715,What is the difference between GET and POST HTTP methods?,Fetch vs send methods in HTTP.,Poor,1.0
716,What is the difference between GET and POST HTTP methods?,Data retrieval vs data submission.,Very Poor,0.0
717,"What is CORS, and why is it important?","Cross-Origin Resource Sharing (CORS) is a security feature that controls how resources on a server are accessed by external domains, protecting against unauthorized requests.",Excellent,4.0
718,"What is CORS, and why is it important?",It ensures safe cross-domain resource access.,Good,3.0
719,"What is CORS, and why is it important?",A security rule for cross-domain access.,Average,2.0
720,"What is CORS, and why is it important?",A mechanism to allow or restrict resource sharing.,Poor,1.0
721,"What is CORS, and why is it important?",Controls resource access from different origins.,Very Poor,0.0
722,How does Responsive Web Design work?,"Responsive web design uses CSS media queries, flexible grids, and scalable images to create webpages that adapt to various screen sizes and devices.",Excellent,4.0
723,How does Responsive Web Design work?,It ensures websites work across devices using media queries and flexible layouts.,Good,3.0
724,How does Responsive Web Design work?,A technique for device-agnostic layouts.,Average,2.0
725,How does Responsive Web Design work?,Adapts designs to fit different screens.,Poor,1.0
726,How does Responsive Web Design work?,Adjusts layouts for devices.,Very Poor,0.0
727,What is the purpose of a Content Security Policy (CSP)?,"A CSP is a security feature that helps prevent XSS, data injection, and other attacks by defining which sources are allowed to load resources on a webpage.",Excellent,4.0
728,What is the purpose of a Content Security Policy (CSP)?,It restricts resource loading from unauthorized sources.,Good,3.0
729,What is the purpose of a Content Security Policy (CSP)?,A tool to prevent unauthorized content execution.,Average,2.0
730,What is the purpose of a Content Security Policy (CSP)?,Protects against script injections.,Poor,1.0
731,What is the purpose of a Content Security Policy (CSP)?,Ensures safer web resource handling.,Very Poor,0.0
732,What are the benefits of using HTTP/2 over HTTP/1.1?,"HTTP/2 introduces multiplexing, header compression, and server push, significantly improving performance and reducing latency compared to HTTP/1.1.",Excellent,4.0
733,What are the benefits of using HTTP/2 over HTTP/1.1?,It improves speed with features like multiplexing.,Good,3.0
734,What are the benefits of using HTTP/2 over HTTP/1.1?,Faster communication with multiplexing.,Average,2.0
735,What are the benefits of using HTTP/2 over HTTP/1.1?,Enhances web performance with optimizations.,Poor,1.0
736,What are the benefits of using HTTP/2 over HTTP/1.1?,Offers speed improvements in data transfer.,Very Poor,0.0
737,"What is the Shadow DOM, and how does it relate to web components?","The Shadow DOM encapsulates styles and elements within web components, preventing them from being affected by external CSS and DOM changes.",Excellent,4.0
738,"What is the difference between absolute, relative, and fixed positioning in CSS?","Absolute positions an element relative to its nearest positioned ancestor, relative positions it relative to its normal position, and fixed positions it relative to the viewport.",Excellent,4.0
739,"What is the difference between absolute, relative, and fixed positioning in CSS?","Absolute is relative to a parent, relative to itself, and fixed to the viewport.",Good,3.0
740,"What is the difference between absolute, relative, and fixed positioning in CSS?","Absolute uses a parent, relative adjusts self-position, fixed stays in place.",Average,2.0
741,"What is the difference between absolute, relative, and fixed positioning in CSS?",Defines different positioning contexts for elements.,Poor,1.0
742,"What is the difference between absolute, relative, and fixed positioning in CSS?",Explains element positioning rules in CSS.,Very Poor,0.0
743,"What is the difference between inline, block, and inline-block elements in HTML?","Inline elements occupy only as much width as necessary, block elements take the full width of their container, and inline-block behaves like inline but allows block properties.",Excellent,4.0
744,"What is the difference between inline, block, and inline-block elements in HTML?","Inline spans content, block takes full width, and inline-block combines both.",Good,3.0
745,"What is the difference between inline, block, and inline-block elements in HTML?",Differences in width usage and styling in layout.,Average,2.0
746,"What is the difference between inline, block, and inline-block elements in HTML?",Styling and layout variations in elements.,Poor,1.0
747,"What is the difference between inline, block, and inline-block elements in HTML?",Layout behavior differences.,Very Poor,0.0
748,What is the purpose of the viewport meta tag in web development?,"The viewport meta tag controls how a webpage is displayed on mobile devices, allowing for responsive design by defining the visible area's width and scaling.",Excellent,4.0
749,What is the purpose of the viewport meta tag in web development?,Ensures proper scaling and layout on mobile devices.,Good,3.0
750,What is the purpose of the viewport meta tag in web development?,Manages the view on small screens.,Average,2.0
751,What is the purpose of the viewport meta tag in web development?,Optimizes display for mobile users.,Poor,1.0
752,What is the purpose of the viewport meta tag in web development?,Controls mobile screen appearance.,Very Poor,0.0
753,"What are CSS preprocessors, and why are they useful?","CSS preprocessors like SASS and LESS add programming features (variables, functions) to CSS, improving maintainability and reducing repetitive code.",Excellent,4.0
754,"What are CSS preprocessors, and why are they useful?",Tools that enhance CSS with extra features like variables.,Good,3.0
755,"What are CSS preprocessors, and why are they useful?",Add functionality to basic CSS.,Average,2.0
756,"What are CSS preprocessors, and why are they useful?",Make CSS coding more efficient.,Poor,1.0
757,"What are CSS preprocessors, and why are they useful?",Enhance and simplify CSS management.,Very Poor,0.0
758,What is the purpose of minification in web development?,"Minification reduces file size by removing unnecessary characters (spaces, comments) from code, improving load times and performance.",Excellent,4.0
759,What is the purpose of minification in web development?,Speeds up page load by shrinking file sizes.,Good,3.0
760,What is the purpose of minification in web development?,Optimizes performance by reducing code size.,Average,2.0
761,What is the purpose of minification in web development?,Makes files smaller for faster loading.,Poor,1.0
762,What is the purpose of minification in web development?,Reduces unnecessary file content.,Very Poor,0.0
763,What is the difference between sessionStorage and localStorage in JavaScript?,"Both store data locally in the browser, but sessionStorage is cleared when the tab is closed, while localStorage persists until explicitly cleared.",Excellent,4.0
764,What is the difference between sessionStorage and localStorage in JavaScript?,SessionStorage is temporary; localStorage is permanent.,Good,3.0
765,What is the difference between sessionStorage and localStorage in JavaScript?,Timeframe differences for data storage.,Average,2.0
766,What is the difference between sessionStorage and localStorage in JavaScript?,Temporary vs persistent data storage.,Poor,1.0
767,What is the difference between sessionStorage and localStorage in JavaScript?,Local storage with varying durations.,Very Poor,0.0
768,"What is a polyfill, and when is it used?","A polyfill is a JavaScript library that adds missing features to browsers that don’t natively support them, ensuring compatibility.",Excellent,4.0
769,"What is a polyfill, and when is it used?",A tool for adding unsupported features to older browsers.,Good,3.0
770,"What is a polyfill, and when is it used?",Code that fills feature gaps in old browsers.,Average,2.0
771,"What is a polyfill, and when is it used?",Ensures compatibility for old browsers.,Poor,1.0
772,"What is a polyfill, and when is it used?",A feature compatibility enhancer.,Very Poor,0.0
773,What is the critical rendering path in web development?,"The critical rendering path is the sequence of steps the browser takes to convert HTML, CSS, and JavaScript into pixels on the screen. Optimizing this path improves performance.",Excellent,4.0
774,What is the critical rendering path in web development?,Steps to render a webpage visually.,Good,3.0
775,What is the critical rendering path in web development?,Rendering flow optimization.,Average,2.0
776,What is the critical rendering path in web development?,Enhances rendering efficiency.,Poor,1.0
777,What is the critical rendering path in web development?,Rendering steps optimization.,Very Poor,0.0
778,What is the difference between REST and GraphQL APIs?,"REST organizes resources into endpoints, while GraphQL allows fetching specific data with a query language, offering flexibility and efficiency.",Excellent,4.0
779,What is the difference between REST and GraphQL APIs?,REST uses fixed endpoints; GraphQL is query-based.,Good,3.0
780,What is the difference between REST and GraphQL APIs?,Endpoint vs flexible query structure.,Average,2.0
781,What is the difference between REST and GraphQL APIs?,Data handling variations.,Poor,1.0
782,What is the difference between REST and GraphQL APIs?,API structuring differences.,Very Poor,0.0
783,What is the difference between server-side and client-side rendering?,"Server-side rendering generates HTML on the server, reducing load time, while client-side rendering relies on the browser for rendering, enabling dynamic updates.",Excellent,4.0
784,What is the difference between server-side and client-side rendering?,Server prepares HTML; client updates dynamically.,Good,3.0
785,What is the difference between server-side and client-side rendering?,Rendering location difference.,Average,2.0
786,What is the difference between server-side and client-side rendering?,Server loads; client updates.,Poor,1.0
787,What is the difference between server-side and client-side rendering?,Front-end and back-end rendering.,Very Poor,0.0
788,"What is a service worker, and how does it enable progressive web apps (PWAs)?","A service worker is a script that runs in the background, enabling features like offline support and caching for progressive web apps.",Excellent,4.0
789,"What is a service worker, and how does it enable progressive web apps (PWAs)?",Adds offline and caching capabilities.,Good,3.0
790,"What is a service worker, and how does it enable progressive web apps (PWAs)?",Enables PWAs with caching.,Average,2.0
791,"What is a service worker, and how does it enable progressive web apps (PWAs)?",Background caching for PWAs.,Poor,1.0
792,"What is a service worker, and how does it enable progressive web apps (PWAs)?",Offline functionality enabler.,Very Poor,0.0
793,What tools are commonly used for minifying CSS and JavaScript?,"There are several popular tools commonly used for minifying CSS and JavaScript files, each offering unique features and benefits. One of the most widely used tools is UglifyJS, which is specifically designed for JavaScript minification and can also perform advanced optimizations. For CSS, cssnano is a powerful tool that optimizes and minifies CSS files efficiently. Another popular option is Webpack, a module bundler that includes plugins for minifying both CSS and JavaScript during the build process. Gulp and Grunt are task runners that can automate minification tasks using plugins like gulp-uglify for JavaScript and gulp-clean-css for CSS. Additionally, Terser is a modern JavaScript minifier that is often used as a replacement for UglifyJS, providing ES6+ support. These tools help reduce file sizes, improve load times, and enhance overall web performance.",Excellent,4.0
794,What tools are commonly used for minifying CSS and JavaScript?,"There are several tools that are commonly used for minifying CSS and JavaScript files. UglifyJS is a popular tool for minifying JavaScript, while cssnano is commonly used for CSS minification. Webpack is a module bundler that can also handle minification for both CSS and JavaScript through its plugins. Additionally, task runners like Gulp and Grunt can automate the minification process using specific plugins for each language, such as gulp-uglify for JavaScript and gulp-clean-css for CSS. Terser is another tool that is often used for modern JavaScript minification.",Good,3.0
795,What tools are commonly used for minifying CSS and JavaScript?,Common tools for minifying CSS and JavaScript include UglifyJS for JavaScript and cssnano for CSS. Webpack can also be used for both types of files. Task runners like Gulp and Grunt help automate the minification process with their plugins. Terser is another tool for minifying JavaScript.,Average,2.0
796,What tools are commonly used for minifying CSS and JavaScript?,"There are tools for minifying CSS and JavaScript. UglifyJS is for JavaScript, and cssnano is for CSS. You can also use Webpack and task runners like Gulp and Grunt. Terser is another one for JavaScript.",Poor,1.0
797,What tools are commonly used for minifying CSS and JavaScript?,You can use tools like UglifyJS and cssnano to minify CSS and JavaScript. There are also some other tools.,Very Poor,0.0
798,What is DOM?,The Document Object Model (DOM) is a programming interface representing a web page's structure as a tree of objects.,Excellent,4.0
799,What is DOM?,Represents HTML as a tree for manipulation.,Good,3.0
800,What is DOM?,Interface for web page interaction.,Average,2.0
801,What is DOM?,Web page's tree structure.,Poor,1.0
802,What is DOM?,HTML as a manipulable object model.,Very Poor,0.0
803,What is the difference between async and defer in script tags?,"Async loads scripts in parallel and executes immediately, while defer ensures execution after the HTML is parsed.",Excellent,4.0
804,What is the difference between async and defer in script tags?,Async loads independently; defer waits for parsing.,Good,3.0
805,What is the difference between async and defer in script tags?,Varies in loading timing.,Average,2.0
806,What is the difference between async and defer in script tags?,Different execution priorities.,Poor,1.0
807,What is the difference between async and defer in script tags?,Control over script execution order.,Very Poor,0.0
808,What is web accessibility and why is it important?,"Web accessibility ensures that websites are usable by people with disabilities, promoting inclusivity and compliance with legal standards.",Excellent,4.0
809,What is web accessibility and why is it important?,Making sites usable for all users.,Good,3.0
810,What is web accessibility and why is it important?,Ensures usability for disabled individuals.,Average,2.0
811,What is web accessibility and why is it important?,Focus on inclusivity.,Poor,1.0
812,What is web accessibility and why is it important?,Accessibility for everyone.,Very Poor,0.0
